method,sample_id,pred_idx,label_idx,correct_pred,morf_auc,lerf_auc
DynamicLRP,62,"tensor(0, device='cuda:0')",0,1,0.3701904296875,0.7107421875000001
DynamicLRP,63,"tensor(0, device='cuda:0')",0,1,0.8232421875000001,0.25185546875
DynamicLRP,64,"tensor(1, device='cuda:0')",1,1,0.7862140655517579,0.30847969055175783
DynamicLRP,65,"tensor(0, device='cuda:0')",0,1,0.3167968749999999,0.9066406250000001
DynamicLRP,66,"tensor(0, device='cuda:0')",0,1,0.638671875,0.38632812499999997
DynamicLRP,67,"tensor(1, device='cuda:0')",1,1,0.8868000030517578,0.06255073547363282
DynamicLRP,68,"tensor(1, device='cuda:0')",1,1,0.6381671905517579,0.6124347686767577
DynamicLRP,69,"tensor(0, device='cuda:0')",0,1,0.22919921875,0.41826171874999996
DynamicLRP,70,"tensor(0, device='cuda:0')",0,1,0.6640625,0.2998779296875
DynamicLRP,71,"tensor(0, device='cuda:0')",0,1,0.34140625,0.8703125
DynamicLRP,72,"tensor(0, device='cuda:0')",0,1,0.2477783203125,0.908203125
DynamicLRP,73,"tensor(1, device='cuda:0')",1,1,0.10474433898925782,0.9205890655517577
DynamicLRP,74,"tensor(0, device='cuda:0')",0,1,0.85703125,0.1819580078125
DynamicLRP,75,"tensor(0, device='cuda:0')",0,1,0.21953124999999996,0.898046875
DynamicLRP,76,"tensor(0, device='cuda:0')",0,1,0.609765625,0.6564453124999999
DynamicLRP,77,"tensor(1, device='cuda:0')",1,1,0.25769844055175783,0.9192218780517578
DynamicLRP,78,"tensor(0, device='cuda:0')",0,1,0.8099609375,0.23828125
DynamicLRP,79,"tensor(0, device='cuda:0')",1,0,0.7317951202392579,0.8470294952392579
DynamicLRP,80,"tensor(0, device='cuda:0')",0,1,0.39462890625,0.8980468750000001
DynamicLRP,81,"tensor(1, device='cuda:0')",1,1,0.8836750030517578,0.6742023468017578
DynamicLRP,82,"tensor(0, device='cuda:0')",0,1,0.1580322265625,0.38779296874999997
DynamicLRP,83,"tensor(1, device='cuda:0')",1,1,0.9297687530517579,0.38347969055175785
DynamicLRP,84,"tensor(1, device='cuda:0')",1,1,0.4479328155517578,0.9063312530517578
DynamicLRP,85,"tensor(1, device='cuda:0')",1,1,0.3024250030517578,0.9254718780517578
DynamicLRP,86,"tensor(1, device='cuda:0')",1,1,0.8313312530517578,0.8196125030517578
DynamicLRP,87,"tensor(0, device='cuda:0')",0,1,0.28837890625,0.79609375
DynamicLRP,88,"tensor(1, device='cuda:0')",1,1,0.20989570617675785,0.6621906280517578
DynamicLRP,89,"tensor(1, device='cuda:0')",1,1,0.9172687530517577,0.866096878051758
DynamicLRP,90,"tensor(1, device='cuda:0')",0,0,0.47978515624999996,0.12871398925781247
DynamicLRP,91,"tensor(1, device='cuda:0')",1,1,0.8116046905517578,0.4049640655517578
DynamicLRP,92,"tensor(0, device='cuda:0')",0,1,0.5499999999999999,0.5396484375
DynamicLRP,93,"tensor(1, device='cuda:0')",1,1,0.9141437530517579,0.3770343780517578
DynamicLRP,94,"tensor(0, device='cuda:0')",0,1,0.355078125,0.74541015625
DynamicLRP,95,"tensor(0, device='cuda:0')",0,1,0.28925781250000004,0.9625000000000001
DynamicLRP,96,"tensor(0, device='cuda:0')",0,1,0.42705078125,0.7299804687499999
DynamicLRP,97,"tensor(0, device='cuda:0')",0,1,0.862890625,0.49374999999999997
DynamicLRP,98,"tensor(1, device='cuda:0')",1,1,0.3486164093017578,0.7715656280517579
DynamicLRP,99,"tensor(1, device='cuda:0')",1,1,0.8168781280517576,0.4149250030517579
DynamicLRP,100,"tensor(0, device='cuda:0')",0,1,0.30429687499999997,0.87734375
DynamicLRP,101,"tensor(0, device='cuda:0')",0,1,0.3259765625,0.864453125
DynamicLRP,102,"tensor(0, device='cuda:0')",0,1,0.3798828125,0.6367187499999999
DynamicLRP,103,"tensor(0, device='cuda:0')",1,0,0.061873245239257815,0.37696113586425783
DynamicLRP,104,"tensor(1, device='cuda:0')",1,1,0.5887531280517578,0.6555500030517578
DynamicLRP,105,"tensor(0, device='cuda:0')",0,1,0.7619628906249999,0.21235351562500002
DynamicLRP,106,"tensor(0, device='cuda:0')",0,1,0.5638671875,0.61875
DynamicLRP,107,"tensor(0, device='cuda:0')",0,1,0.862890625,0.8699218750000001
DynamicLRP,108,"tensor(1, device='cuda:0')",0,0,0.42828521728515623,0.08595123291015624
DynamicLRP,109,"tensor(0, device='cuda:0')",0,1,0.8374999999999998,0.8113281250000001
DynamicLRP,110,"tensor(0, device='cuda:0')",1,0,0.34713935852050787,0.7447956085205079
DynamicLRP,111,"tensor(1, device='cuda:0')",1,1,0.5337726593017579,0.9239093780517578
DynamicLRP,112,"tensor(1, device='cuda:0')",1,1,0.17238960266113282,0.6418292999267579
DynamicLRP,113,"tensor(1, device='cuda:0')",1,1,0.864143753051758,0.6110187530517578
DynamicLRP,114,"tensor(0, device='cuda:0')",0,1,0.15922851562499998,0.39355468749999994
DynamicLRP,115,"tensor(1, device='cuda:0')",1,1,0.37273750305175785,0.45887031555175783
DynamicLRP,116,"tensor(1, device='cuda:0')",1,1,0.8910968780517579,0.8793781280517579
DynamicLRP,117,"tensor(0, device='cuda:0')",0,1,0.23427734374999998,0.975
DynamicLRP,118,"tensor(1, device='cuda:0')",1,1,0.9297687530517578,0.20589179992675782
DynamicLRP,119,"tensor(0, device='cuda:0')",1,0,0.5126300811767579,0.5258625030517577
DynamicLRP,120,"tensor(0, device='cuda:0')",0,1,0.40576171875,0.893359375
DynamicLRP,121,"tensor(0, device='cuda:0')",0,1,0.61455078125,0.32382812499999997
DynamicLRP,122,"tensor(0, device='cuda:0')",0,1,0.816015625,0.57421875
DynamicLRP,123,"tensor(1, device='cuda:0')",1,1,0.10391426086425781,0.8375812530517579
DynamicLRP,124,"tensor(1, device='cuda:0')",1,1,0.9200031280517578,0.48924140930175786
DynamicLRP,125,"tensor(1, device='cuda:0')",1,1,0.5167804718017578,0.6051593780517578
DynamicLRP,126,"tensor(0, device='cuda:0')",0,1,0.2728515625,0.7546875
DynamicLRP,127,"tensor(1, device='cuda:0')",1,1,0.547493362426758,0.8887531280517578
DynamicLRP,128,"tensor(0, device='cuda:0')",0,1,0.20346679687500002,0.73427734375
DynamicLRP,129,"tensor(1, device='cuda:0')",1,1,0.8989093780517579,0.561897659301758
DynamicLRP,130,"tensor(0, device='cuda:0')",0,1,0.31416015625,0.873046875
DynamicLRP,131,"tensor(0, device='cuda:0')",0,1,0.50234375,0.9078124999999999
DynamicLRP,132,"tensor(0, device='cuda:0')",0,1,0.741015625,0.42685546875
DynamicLRP,133,"tensor(1, device='cuda:0')",1,1,0.9190265655517578,0.6599689483642579
DynamicLRP,134,"tensor(0, device='cuda:0')",1,0,0.2292652130126953,0.7436450958251952
DynamicLRP,135,"tensor(1, device='cuda:0')",1,1,0.5559406280517579,0.48260078430175785
DynamicLRP,136,"tensor(0, device='cuda:0')",0,1,0.7636718750000001,0.43017578125
DynamicLRP,137,"tensor(0, device='cuda:0')",0,1,0.352490234375,0.62001953125
DynamicLRP,138,"tensor(1, device='cuda:0')",1,1,0.1343097686767578,0.8932453155517578
DynamicLRP,139,"tensor(1, device='cuda:0')",1,1,0.9395343780517578,0.5047687530517578
DynamicLRP,140,"tensor(0, device='cuda:0')",0,1,0.874609375,0.137646484375
DynamicLRP,141,"tensor(1, device='cuda:0')",1,1,0.8860187530517578,0.6632648468017578
DynamicLRP,142,"tensor(1, device='cuda:0')",1,1,0.8688312530517578,0.7961750030517578
DynamicLRP,143,"tensor(0, device='cuda:0')",0,1,0.30087890625,0.5283203125
DynamicLRP,144,"tensor(1, device='cuda:0')",1,1,0.3910968780517578,0.5670734405517578
DynamicLRP,145,"tensor(0, device='cuda:0')",0,1,0.57275390625,0.265576171875
DynamicLRP,146,"tensor(0, device='cuda:0')",0,1,0.4019531249999999,0.2185546875
DynamicLRP,147,"tensor(0, device='cuda:0')",0,1,0.44296875,0.27841796875
DynamicLRP,148,"tensor(1, device='cuda:0')",1,1,0.30258979797363283,0.8813312530517579
DynamicLRP,149,"tensor(0, device='cuda:0')",0,1,0.8742187499999999,0.188818359375
DynamicLRP,150,"tensor(0, device='cuda:0')",0,1,0.28505859375000003,0.8125
DynamicLRP,151,"tensor(0, device='cuda:0')",0,1,0.4201171875,0.25869140625
DynamicLRP,152,"tensor(0, device='cuda:0')",0,1,0.22465820312500004,0.825
DynamicLRP,153,"tensor(1, device='cuda:0')",1,1,0.7131671905517578,0.8080890655517579
DynamicLRP,154,"tensor(0, device='cuda:0')",0,1,0.610546875,0.6132812500000001
DynamicLRP,155,"tensor(0, device='cuda:0')",0,1,0.7428710937499999,0.5310058593750001
DynamicLRP,156,"tensor(1, device='cuda:0')",1,1,0.18767890930175782,0.7985187530517577
DynamicLRP,157,"tensor(1, device='cuda:0')",1,1,0.3711750030517579,0.8616046905517578
DynamicLRP,158,"tensor(1, device='cuda:0')",1,1,0.6815265655517578,0.25152168273925785
DynamicLRP,159,"tensor(0, device='cuda:0')",0,1,0.7009765625,0.32304687499999996
DynamicLRP,160,"tensor(0, device='cuda:0')",0,1,0.41005859375,0.8902343749999999
DynamicLRP,161,"tensor(1, device='cuda:0')",1,1,0.08205146789550782,0.8557453155517578
DynamicLRP,162,"tensor(0, device='cuda:0')",0,1,0.9050781250000001,0.9753906250000001
DynamicLRP,163,"tensor(0, device='cuda:0')",0,1,0.7205078125000001,0.4349609375
DynamicLRP,164,"tensor(0, device='cuda:0')",0,1,0.37968749999999996,0.9808593750000001
DynamicLRP,165,"tensor(1, device='cuda:0')",1,1,0.39251289367675785,0.7526203155517579
DynamicLRP,166,"tensor(1, device='cuda:0')",1,1,0.8977375030517578,0.49910469055175777
DynamicLRP,167,"tensor(0, device='cuda:0')",0,1,0.1575927734375,0.33076171874999993
DynamicLRP,168,"tensor(0, device='cuda:0')",0,1,0.5134765625,0.519921875
DynamicLRP,169,"tensor(0, device='cuda:0')",0,1,0.44746093750000004,0.724609375
DynamicLRP,170,"tensor(1, device='cuda:0')",1,1,0.8207843780517579,0.5416828155517579
DynamicLRP,171,"tensor(1, device='cuda:0')",1,1,0.8364093780517579,0.6175373077392579
DynamicLRP,172,"tensor(0, device='cuda:0')",0,1,0.25014648437500003,0.8076171875
DynamicLRP,173,"tensor(0, device='cuda:0')",0,1,0.30419921875,0.8574218749999999
DynamicLRP,174,"tensor(0, device='cuda:0')",0,1,0.3319091796875,0.898046875
DynamicLRP,175,"tensor(0, device='cuda:0')",0,1,0.6773437499999999,0.261767578125
DynamicLRP,176,"tensor(1, device='cuda:0')",1,1,0.6352375030517579,0.16364326477050783
DynamicLRP,177,"tensor(1, device='cuda:0')",1,1,0.6416828155517578,0.2814289093017578
DynamicLRP,178,"tensor(1, device='cuda:0')",1,1,0.5182453155517579,0.9096515655517577
DynamicLRP,179,"tensor(1, device='cuda:0')",1,1,0.7207843780517579,0.6825031280517578
DynamicLRP,180,"tensor(1, device='cuda:0')",1,1,0.6922687530517578,0.8535968780517578
DynamicLRP,181,"tensor(1, device='cuda:0')",1,1,0.9223468780517579,0.2579914093017578
DynamicLRP,182,"tensor(1, device='cuda:0')",1,1,0.5344562530517578,0.7487140655517579
DynamicLRP,183,"tensor(0, device='cuda:0')",0,1,0.48515625,0.865625
DynamicLRP,184,"tensor(0, device='cuda:0')",0,1,0.30419921875,0.819140625
DynamicLRP,185,"tensor(1, device='cuda:0')",1,1,0.19685859680175782,0.8422687530517579
DynamicLRP,186,"tensor(0, device='cuda:0')",0,1,0.32919921874999997,0.686328125
DynamicLRP,187,"tensor(1, device='cuda:0')",0,0,0.7217285156250001,0.131787109375
DynamicLRP,188,"tensor(1, device='cuda:0')",1,1,0.9043781280517578,0.21761054992675785
DynamicLRP,189,"tensor(0, device='cuda:0')",0,1,0.3939453125,0.6697265625
DynamicLRP,190,"tensor(1, device='cuda:0')",1,1,0.5024250030517577,0.7637531280517579
DynamicLRP,191,"tensor(0, device='cuda:0')",0,1,0.8427734374999999,0.8794921874999999
DynamicLRP,192,"tensor(0, device='cuda:0')",0,1,0.5725585937500002,0.8248046875
DynamicLRP,193,"tensor(1, device='cuda:0')",1,1,0.660042190551758,0.8182453155517578
DynamicLRP,194,"tensor(1, device='cuda:0')",1,1,0.7360187530517577,0.29221992492675786
DynamicLRP,195,"tensor(1, device='cuda:0')",1,1,0.8582843780517578,0.5979328155517579
DynamicLRP,196,"tensor(0, device='cuda:0')",0,1,0.13262329101562498,0.668359375
DynamicLRP,197,"tensor(1, device='cuda:0')",1,1,0.8274250030517578,0.31629219055175783
DynamicLRP,198,"tensor(1, device='cuda:0')",1,1,0.3717121124267579,0.8348468780517577
DynamicLRP,199,"tensor(1, device='cuda:0')",1,1,0.9063312530517578,0.7674640655517578
DynamicLRP,200,"tensor(1, device='cuda:0')",1,1,0.25672187805175783,0.8160968780517579
DynamicLRP,201,"tensor(0, device='cuda:0')",0,1,0.6083984375,0.1596435546875
DynamicLRP,202,"tensor(0, device='cuda:0')",0,1,0.8726562499999999,0.5002929687500001
DynamicLRP,203,"tensor(0, device='cuda:0')",0,1,0.3578125,0.6189453125
DynamicLRP,204,"tensor(0, device='cuda:0')",0,1,0.52890625,0.5728515624999999
DynamicLRP,205,"tensor(0, device='cuda:0')",0,1,0.566796875,0.52685546875
DynamicLRP,206,"tensor(1, device='cuda:0')",1,1,0.37597846984863287,0.703596878051758
DynamicLRP,207,"tensor(0, device='cuda:0')",0,1,0.7423828124999999,0.7184570312499999
DynamicLRP,208,"tensor(0, device='cuda:0')",0,1,0.8371093749999999,0.12684326171875
DynamicLRP,209,"tensor(0, device='cuda:0')",0,1,0.48671875000000003,0.584765625
DynamicLRP,210,"tensor(1, device='cuda:0')",1,1,0.8868000030517579,0.6164875030517578
DynamicLRP,211,"tensor(0, device='cuda:0')",1,0,0.1797748565673828,0.8021381378173827
DynamicLRP,212,"tensor(1, device='cuda:0')",1,1,0.6815753936767578,0.9018390655517579
DynamicLRP,213,"tensor(0, device='cuda:0')",0,1,0.14125976562499998,0.32578124999999997
DynamicLRP,214,"tensor(0, device='cuda:0')",0,1,0.314599609375,0.7359374999999999
DynamicLRP,215,"tensor(1, device='cuda:0')",1,1,0.3321125030517578,0.9059406280517579
DynamicLRP,216,"tensor(1, device='cuda:0')",1,1,0.9395343780517578,0.2135578155517578
DynamicLRP,217,"tensor(1, device='cuda:0')",1,1,0.9137531280517579,0.2583820343017578
DynamicLRP,218,"tensor(0, device='cuda:0')",0,1,0.38818359374999994,0.3234375
DynamicLRP,219,"tensor(1, device='cuda:0')",1,1,0.9157062530517579,0.4832843780517579
DynamicLRP,220,"tensor(0, device='cuda:0')",0,1,0.8654296875,0.17180175781249998
DynamicLRP,221,"tensor(0, device='cuda:0')",0,1,0.6787109374999999,0.316455078125
DynamicLRP,222,"tensor(0, device='cuda:0')",0,1,0.56220703125,0.9111328125000001
DynamicLRP,223,"tensor(0, device='cuda:0')",0,1,0.26865234375,0.5767578125
DynamicLRP,224,"tensor(1, device='cuda:0')",1,1,0.8989093780517577,0.18284492492675783
DynamicLRP,225,"tensor(1, device='cuda:0')",1,1,0.9194171905517577,0.9100421905517577
DynamicLRP,226,"tensor(1, device='cuda:0')",1,1,0.8172687530517578,0.5370929718017579
DynamicLRP,227,"tensor(1, device='cuda:0')",1,1,0.8164875030517577,0.2583820343017578
DynamicLRP,228,"tensor(1, device='cuda:0')",1,1,0.8215656280517578,0.582893753051758
DynamicLRP,229,"tensor(1, device='cuda:0')",0,0,0.85546875,0.129833984375
DynamicLRP,230,"tensor(0, device='cuda:0')",0,1,0.8732421874999999,0.9013671874999999
DynamicLRP,231,"tensor(0, device='cuda:0')",0,1,0.891796875,0.31831054687499993
DynamicLRP,232,"tensor(0, device='cuda:0')",0,1,0.4888671875,0.23669433593749997
DynamicLRP,233,"tensor(1, device='cuda:0')",1,1,0.711409378051758,0.9086750030517577
DynamicLRP,234,"tensor(1, device='cuda:0')",1,1,0.9141437530517578,0.35857734680175785
DynamicLRP,235,"tensor(1, device='cuda:0')",1,1,0.8223468780517579,0.5345539093017578
DynamicLRP,236,"tensor(1, device='cuda:0')",1,1,0.4394855499267579,0.8774250030517579
DynamicLRP,237,"tensor(0, device='cuda:0')",0,1,0.37841796875,0.8777343750000001
DynamicLRP,238,"tensor(1, device='cuda:0')",1,1,0.15515937805175783,0.9383625030517578
DynamicLRP,239,"tensor(0, device='cuda:0')",0,1,0.40009765625,0.7193359374999999
DynamicLRP,240,"tensor(1, device='cuda:0')",1,1,0.6504718780517578,0.8918781280517579
DynamicLRP,241,"tensor(1, device='cuda:0')",1,1,0.9356281280517578,0.29783515930175786
DynamicLRP,242,"tensor(0, device='cuda:0')",0,1,0.63984375,0.41982421875
DynamicLRP,243,"tensor(0, device='cuda:0')",0,1,0.3232421875,0.6378906249999999
DynamicLRP,244,"tensor(1, device='cuda:0')",1,1,0.8469562530517578,0.7989093780517578
DynamicLRP,245,"tensor(0, device='cuda:0')",0,1,0.5236328125,0.568359375
DynamicLRP,246,"tensor(1, device='cuda:0')",1,1,0.4293781280517578,0.8707843780517578
DynamicLRP,247,"tensor(0, device='cuda:0')",0,1,0.21182861328125,0.244384765625
DynamicLRP,248,"tensor(1, device='cuda:0')",1,1,0.7266437530517579,0.8520343780517577
DynamicLRP,249,"tensor(1, device='cuda:0')",1,1,0.9153156280517578,0.8207843780517579
DynamicLRP,250,"tensor(0, device='cuda:0')",0,1,0.8699218750000001,0.827734375
DynamicLRP,251,"tensor(0, device='cuda:0')",0,1,0.349853515625,0.9871093749999998
DynamicLRP,252,"tensor(0, device='cuda:0')",0,1,0.44643554687500003,0.969921875
DynamicLRP,253,"tensor(1, device='cuda:0')",1,1,0.9430500030517579,0.1757648468017578
DynamicLRP,254,"tensor(1, device='cuda:0')",1,1,0.3383625030517578,0.8621906280517578
DynamicLRP,255,"tensor(1, device='cuda:0')",1,1,0.4627765655517578,0.6047687530517578
DynamicLRP,256,"tensor(1, device='cuda:0')",1,1,0.5034015655517579,0.9250812530517578
DynamicLRP,257,"tensor(1, device='cuda:0')",1,1,0.9125812530517577,0.5549640655517578
DynamicLRP,258,"tensor(1, device='cuda:0')",1,1,0.5295734405517578,0.9000812530517578
DynamicLRP,259,"tensor(1, device='cuda:0')",1,1,0.6460773468017578,0.7852375030517579
DynamicLRP,260,"tensor(1, device='cuda:0')",1,1,0.8770343780517579,0.1955890655517578
DynamicLRP,261,"tensor(0, device='cuda:0')",0,1,0.926953125,0.26787109375
DynamicLRP,262,"tensor(1, device='cuda:0')",1,1,0.08297920227050783,0.7762531280517577
DynamicLRP,263,"tensor(1, device='cuda:0')",0,0,0.6578124999999999,0.10400390624999999
DynamicLRP,264,"tensor(0, device='cuda:0')",0,1,0.4181640625,0.29931640625
DynamicLRP,265,"tensor(1, device='cuda:0')",1,1,0.4219562530517578,0.8766437530517577
DynamicLRP,266,"tensor(1, device='cuda:0')",1,1,0.23491401672363282,0.9055500030517578
DynamicLRP,267,"tensor(0, device='cuda:0')",0,1,0.4353515625,0.5810546874999999
DynamicLRP,268,"tensor(1, device='cuda:0')",1,1,0.8670734405517578,0.8780109405517578
DynamicLRP,269,"tensor(0, device='cuda:0')",0,1,0.7539062500000001,0.5994140625000001
DynamicLRP,270,"tensor(0, device='cuda:0')",1,0,0.2013996124267578,0.6876789093017578
DynamicLRP,271,"tensor(1, device='cuda:0')",1,1,0.7582843780517579,0.5631183624267578
DynamicLRP,272,"tensor(0, device='cuda:0')",0,1,0.5568359375,0.30546875
DynamicLRP,273,"tensor(1, device='cuda:0')",1,1,0.9090656280517577,0.7496906280517577
DynamicLRP,274,"tensor(1, device='cuda:0')",1,1,0.9243000030517579,0.27184638977050785
DynamicLRP,275,"tensor(1, device='cuda:0')",1,1,0.4993000030517578,0.8854328155517578
DynamicLRP,276,"tensor(0, device='cuda:0')",0,1,0.32822265625,0.5705078124999999
DynamicLRP,277,"tensor(1, device='cuda:0')",1,1,0.7188312530517579,0.15899238586425782
DynamicLRP,278,"tensor(1, device='cuda:0')",1,1,0.8657062530517577,0.4810749053955079
DynamicLRP,279,"tensor(1, device='cuda:0')",1,1,0.38933906555175785,0.7801593780517577
DynamicLRP,280,"tensor(1, device='cuda:0')",1,1,0.5631671905517579,0.8936359405517578
DynamicLRP,281,"tensor(0, device='cuda:0')",0,1,0.28461914062500004,0.8453124999999999
DynamicLRP,282,"tensor(0, device='cuda:0')",0,1,0.28017578125,0.9050781250000001
DynamicLRP,283,"tensor(1, device='cuda:0')",1,1,0.8633625030517579,0.8551593780517578
DynamicLRP,284,"tensor(0, device='cuda:0')",0,1,0.6263671875,0.744921875
DynamicLRP,285,"tensor(1, device='cuda:0')",1,1,0.604231643676758,0.5282062530517578
DynamicLRP,286,"tensor(0, device='cuda:0')",0,1,0.947265625,0.280810546875
DynamicLRP,287,"tensor(1, device='cuda:0')",1,1,0.6132160186767578,0.9379718780517579
DynamicLRP,288,"tensor(1, device='cuda:0')",1,1,0.30857734680175786,0.7217609405517579
DynamicLRP,289,"tensor(0, device='cuda:0')",0,1,0.205108642578125,0.1531982421875
DynamicLRP,290,"tensor(1, device='cuda:0')",1,1,0.3168292999267579,0.7487140655517578
DynamicLRP,291,"tensor(0, device='cuda:0')",0,1,0.9263671875,0.30263671875
DynamicLRP,292,"tensor(0, device='cuda:0')",0,1,0.46347656249999997,0.7741210937499999
DynamicLRP,293,"tensor(1, device='cuda:0')",1,1,0.8586750030517579,0.36679267883300787
DynamicLRP,294,"tensor(0, device='cuda:0')",0,1,0.8029296874999999,0.3248046875
DynamicLRP,295,"tensor(1, device='cuda:0')",1,1,0.6023151397705078,0.8885578155517578
DynamicLRP,296,"tensor(1, device='cuda:0')",1,1,0.9262531280517579,0.47918281555175773
DynamicLRP,297,"tensor(0, device='cuda:0')",0,1,0.46816406250000003,0.7402343749999999
